,Unnamed: 0,country,year,log_gdppc,fe_etfra,gdppc,v2x_regime,Population growth rate - Sex: all - Age: all - Variant: estimates,export_share,Gross capital formation (% of GDP),General government final consumption expenditure (% of GDP),region,region_num
13,13,AGO,2003,7.905415214556818,0.7560999989509583,2711.928310574137,0.0,3.55,0.7061335665754045,30.4511114121029,21.8542597859949,Sub-Sahara Africa,8
14,14,AGO,2004,8.027573996879028,0.7560999989509583,3064.298650434724,0.0,3.637,0.7549567469184431,30.8936755014177,14.3120629446155,Sub-Sahara Africa,8
15,15,AGO,2005,8.218455721152752,0.7560999989509583,3708.770581942222,0.0,3.655,0.7847808993255476,27.5565797901657,16.0290371753303,Sub-Sahara Africa,8
16,16,AGO,2006,8.432144390367405,0.7560999989509583,4592.337305661669,0.0,3.714,0.7778366291054208,23.3007709224417,15.3417224061598,Sub-Sahara Africa,8
17,17,AGO,2007,8.661042125276301,0.7560999989509583,5773.548289088469,0.0,3.77,0.831274545134546,25.730579355956,15.5369347037304,Sub-Sahara Africa,8
18,18,AGO,2008,8.816371161470212,0.7560999989509583,6743.748195802765,0.0,3.786,0.7536951806218537,30.804053314644,16.8146115372764,Sub-Sahara Africa,8
19,19,AGO,2009,8.866102637534432,0.7560999989509583,7087.604112584768,0.0,3.817,0.6537689319755985,42.8208531628244,19.8985860825078,Sub-Sahara Africa,8
20,20,AGO,2010,8.925409946226997,0.7560999989509583,7520.665769678626,1.0,3.884,0.7624695092024872,28.1973176920118,17.0423458554536,Sub-Sahara Africa,8
21,21,AGO,2011,8.989194823324645,0.7560999989509583,8016.0,1.0,3.891,0.78934100378013,26.4243531675539,18.2358592210108,Sub-Sahara Africa,8
22,22,AGO,2012,9.03323869713115,0.7560999989509583,8376.94607723474,1.0,3.876,0.7173208023611113,26.6675773725046,17.8426333032037,Sub-Sahara Africa,8
23,23,AGO,2013,9.04357029527055,0.7560999989509583,8463.941947082867,1.0,3.825,0.7232129283733431,26.1429704757952,21.6219487315047,Sub-Sahara Africa,8
24,24,AGO,2014,9.053486872056324,0.7560999989509583,8548.292822031946,1.0,3.644,0.6683319464428047,27.5004591988793,17.9756586545567,Sub-Sahara Africa,8
25,25,AGO,2015,9.026365531867988,0.7560999989509583,8319.567355048026,1.0,3.568,0.6062144309235488,34.2024908297612,16.4328328348133,Sub-Sahara Africa,8
26,26,AGO,2016,8.964330787064517,0.7560999989509583,7819.147303059392,1.0,3.585,0.6526223420301492,27.2147092687935,13.8806850814508,Sub-Sahara Africa,8
27,27,AGO,2017,8.927395383245694,0.7560999989509583,7535.612410800351,1.0,3.498,0.6866307456383777,24.1303058646463,12.9358193168237,Sub-Sahara Africa,8
28,28,AGO,2018,8.879104136394178,0.7560999989509583,7180.355234634125,1.0,3.41,0.7454436207600345,17.8694205677582,10.4745435629873,Sub-Sahara Africa,8
29,29,AGO,2019,8.837384196022139,0.7560999989509583,6886.954136020846,1.0,3.366,0.7108965964887507,17.7122552404386,8.59885628389892,Sub-Sahara Africa,8
30,30,AGO,2020,8.745113967199918,0.7560999989509583,6279.929084992991,1.0,3.173,0.6925972063062663,26.4904004984611,8.64793565020863,Sub-Sahara Africa,8
31,31,AGO,2021,8.722091928859523,0.7560999989509583,6137.003844650216,1.0,3.19,0.752910424970653,26.4373618826197,7.68345467585382,Sub-Sahara Africa,8
32,32,AGO,2022,8.719138421035728,0.7560999989509583,6118.904896629408,1.0,3.098,0.7602129847634417,26.256018224438,8.09626587411972,Sub-Sahara Africa,8
33,33,ALB,1981,8.232706009860976,0.0965999960899353,3762.0,0.0,1.989,0.519564473022286,36.3861156517659,8.84353390708875,Eastern Europe,2
34,34,ALB,1982,8.23827262463303,0.0965999960899353,3783.0,0.0,2.019,0.4412457948274548,39.2829001338862,8.89861279321276,Eastern Europe,2
35,35,ALB,1983,8.244071270295786,0.0965999960899353,3805.0,0.0,2.03,0.4737761155736344,37.373346292896,9.09399523742266,Eastern Europe,2
36,36,ALB,1984,8.249575150000199,0.0965999960899353,3826.0,0.0,2.047,0.4552081407255644,32.9255350791543,9.75153050082957,Eastern Europe,2
37,37,ALB,1985,8.254788926148725,0.0965999960899353,3846.0,0.0,2.045,0.4317419341218833,33.9319591391124,9.63955140756505,Eastern Europe,2
38,38,ALB,1986,8.261009786023827,0.0965999960899353,3870.0,0.0,1.974,0.5304013126617847,32.0348354243886,9.61342983715576,Eastern Europe,2
39,39,ALB,1987,8.267192185932146,0.0965999960899353,3894.0,0.0,1.951,0.4842287363546262,29.4538695223043,9.99617333989332,Eastern Europe,2
40,40,ALB,1988,8.273846932784508,0.0965999960899353,3920.0,0.0,2.077,0.4484720542818967,29.957542067619,9.80506206927652,Eastern Europe,2
41,41,ALB,1989,8.280964400553373,0.0965999960899353,3948.0,0.0,0.864,0.4408319116844808,32.8770715994479,9.13190329724955,Eastern Europe,2
42,42,ALB,1990,8.289790583181643,0.0965999960899353,3983.0,0.0,0.214,0.346411174508532,30.360946807547,19.1885468896252,Eastern Europe,2
43,43,ALB,1991,7.9868790944290815,0.0965999960899353,2942.100598313453,1.0,0.069,0.256645241957392,7.60311109567282,22.8753325986112,Eastern Europe,2
44,44,ALB,1992,7.952180674934932,0.0965999960899353,2841.765164664545,1.0,-0.075,0.1657188803918698,5.65668410228241,21.4082882933696,Eastern Europe,2
45,45,ALB,1993,8.05102983758558,0.0965999960899353,3137.023933503105,1.0,-0.21,0.2252873521783249,13.6761374504386,14.6384098004022,Eastern Europe,2
46,46,ALB,1994,8.131445466595885,0.0965999960899353,3399.710182724317,1.0,-0.304,0.4683848123941621,18.8965848987739,14.6234019156112,Eastern Europe,2
47,47,ALB,1995,8.207033872868239,0.0965999960899353,3666.65056914009,1.0,-0.36,0.2367675755297901,16.4271239839877,10.0145358633844,Eastern Europe,2
48,48,ALB,1996,8.285433960323838,0.0965999960899353,3965.685315319169,1.0,-0.433,0.1881283786441479,21.1475152669262,9.59940257545617,Eastern Europe,2
49,49,ALB,1997,8.16819885898182,0.0965999960899353,3526.985640715551,1.0,-0.557,0.1856691168940763,19.7587807672594,10.5565146074516,Eastern Europe,2
50,50,ALB,1998,8.261881021905035,0.0965999960899353,3873.373152052455,1.0,-0.656,0.2062540656997181,22.7895725962923,10.9090460292713,Eastern Europe,2
51,51,ALB,1999,8.396615848745311,0.0965999960899353,4432.042637455317,1.0,-0.691,0.2344491098317372,24.2715109633495,11.147365193997,Eastern Europe,2
52,52,ALB,2000,8.478136224736982,0.0965999960899353,4808.479614813517,1.0,-0.723,0.1898495468373411,34.0401392244169,9.73155830514379,Eastern Europe,2
53,53,ALB,2001,8.572780979573556,0.0965999960899353,5285.809096434989,1.0,-0.43,0.1881548641995715,38.2280453184166,10.5939074940139,Eastern Europe,2
54,54,ALB,2002,8.632121016096798,0.0965999960899353,5608.962344601074,1.0,-0.452,0.1848298614025695,38.5753358181086,11.2361484858024,Eastern Europe,2
55,55,ALB,2003,8.700288655165627,0.0965999960899353,6004.645238992147,1.0,-0.572,0.1944451325709665,36.7221284326025,11.0505142453075,Eastern Europe,2
56,56,ALB,2004,8.767153208898456,0.0965999960899353,6419.870395724982,1.0,-0.678,0.2085222414487945,36.3319472329288,11.1885774385069,Eastern Europe,2
57,57,ALB,2005,8.833239233264102,0.0965999960899353,6858.467047357238,2.0,-0.779,0.1970118239288945,38.3843892451909,11.0832938282823,Eastern Europe,2
58,58,ALB,2006,8.902092277651006,0.0965999960899353,7347.330123046253,2.0,-0.876,0.1994115690492687,37.3389564722485,10.554951865021,Eastern Europe,2
59,59,ALB,2007,8.970325007094024,0.0965999960899353,7866.157747150179,2.0,-0.963,0.1977955718771806,35.6688758642439,10.3858870895021,Eastern Europe,2
60,60,ALB,2008,9.050421569955128,0.0965999960899353,8522.129841288606,2.0,-1.029,0.203830923108378,33.3056707670518,10.7049766567384,Eastern Europe,2
61,61,ALB,2009,9.089242402678964,0.0965999960899353,8859.47159720472,2.0,-1.084,0.198601301397717,32.4404588015772,11.5158448272289,Eastern Europe,2
62,62,ALB,2010,9.129452688886538,0.0965999960899353,9222.972752077756,2.0,-1.141,0.2536450085741612,32.4926226328977,11.6894266755022,Eastern Europe,2
63,63,ALB,2011,9.157361447185297,0.0965999960899353,9484.0,2.0,-0.035,0.2684096499689808,33.8376091539876,11.8730326134018,Eastern Europe,2
64,64,ALB,2012,9.173088424811528,0.0965999960899353,9634.33370462354,2.0,-0.068,0.2810510247106491,29.7150278852687,11.7429129944326,Eastern Europe,2
65,65,ALB,2013,9.184892018267472,0.0965999960899353,9748.72726226394,2.0,-0.099,0.3279435003462713,29.0566378899977,11.7676839794264,Eastern Europe,2
66,66,ALB,2014,9.204551258887436,0.0965999960899353,9942.276115372832,2.0,-0.164,0.3216039668520638,28.3047822758213,12.2746384670784,Eastern Europe,2
67,67,ALB,2015,9.229410297556068,0.0965999960899353,10192.52917976942,2.0,-0.189,0.3154652642827723,27.8134648405134,11.6995817212428,Eastern Europe,2
68,68,ALB,2016,9.263620935355387,0.0965999960899353,10547.2552096775,2.0,0.136,0.295957400538679,26.814346013014,12.1050326390236,Eastern Europe,2
69,69,ALB,2017,9.301853014135329,0.0965999960899353,10958.30630270196,2.0,-0.11,0.3028392028279253,27.657593194662,11.851016747215,Eastern Europe,2
70,70,ALB,2018,9.343727263318904,0.0965999960899353,11426.92010466293,2.0,-0.167,0.3260600478957318,27.1252994132038,11.8666140811981,Eastern Europe,2
71,71,ALB,2019,9.368651498143407,0.0965999960899353,11715.30631847037,2.0,-0.472,0.315270421373794,25.2875256073276,12.6759912713341,Eastern Europe,2
72,72,ALB,2020,9.338957081671545,0.0965999960899353,11372.54142130636,2.0,-0.435,0.3108238058285861,26.2183527297829,13.6673333207542,Eastern Europe,2
73,73,ALB,2021,9.429951014204237,0.0965999960899353,12455.91655367914,2.0,-1.128,0.3124703446351935,28.79440672883,12.8352254087666,Eastern Europe,2
74,74,ALB,2022,9.47101865670387,0.0965999960899353,12978.10072943324,2.0,-0.421,0.3390859218729414,26.9055628314758,12.0411716018624,Eastern Europe,2
75,75,ARE,2001,10.8447318691416,0.7373000383377075,51263.37656760322,0.0,6.221,0.5808270991037032,22.5025971503274,9.91402351533425,Middle East,7
76,76,ARE,2002,10.898172868957596,0.7373000383377075,54077.46685698863,0.0,5.939,0.5686186241352613,22.5456815521944,10.146486288123,Middle East,7
77,77,ARE,2003,10.999149948857596,0.7373000383377075,59823.26725864074,0.0,5.639,0.579971502146456,22.1297618369823,9.75023354253255,Middle East,7
78,78,ARE,2004,11.08099837795396,0.7373000383377075,64925.67142036073,0.0,5.345,0.5541320305484351,19.9785190602061,8.74669751420651,Middle East,7
79,79,ARE,2005,11.091316613757815,0.7373000383377075,65599.05791372634,0.0,5.038,0.5864080867253099,20.1668488058722,7.87259315554192,Middle East,7
80,80,ARE,2006,11.124773508146935,0.7373000383377075,67830.92617117109,0.0,9.063,0.5881189279167434,19.2703996822451,6.91782205479066,Middle East,7
81,81,ARE,2007,11.088473252614628,0.7373000383377075,65412.80102471114,0.0,13.844,0.5479455179667322,25.1991828204692,6.73299787689361,Middle East,7
82,82,ARE,2008,11.06448111278835,0.7373000383377075,63862.08484077144,0.0,9.187,0.5467057525601974,25.0980915438506,7.2968356174588,Middle East,7
